,location,total_sqft,bath,price,BHK
7943,other,1301.0,2.0,55.0,2
7944,other,650.0,1.0,30.0,1
7945,other,1500.0,2.0,89.99,3
7946,other,1350.0,4.0,145.0,4
7947,other,910.0,1.0,42.0,1
7948,other,1250.0,3.0,39.0,3
7949,other,2000.0,3.0,85.0,3
7950,other,532.0,1.0,22.49,1
7951,other,1060.0,3.0,62.0,3
7952,other,902.0,2.0,42.0,2
7953,other,1550.0,2.0,160.0,2
7954,other,1374.0,2.0,70.0,3
7955,other,2145.0,4.0,125.0,4
7956,other,1080.0,2.0,55.0,2
7957,other,1000.0,2.0,80.0,2
7958,other,1240.0,2.0,52.6,2
7959,other,1500.0,2.0,97.0,3
7960,other,1865.0,4.0,140.0,3
7961,other,1200.0,2.0,49.0,2
7962,other,1200.0,3.0,120.0,3
7963,other,3500.0,4.0,245.0,4
7964,other,1203.0,2.0,59.86,2
7965,other,1600.0,3.0,76.0,3
7966,other,1134.0,2.0,40.0,2
7967,other,995.0,2.0,34.82,2
7968,other,1320.0,2.0,73.0,3
7969,other,2150.0,6.0,205.0,6
7970,other,1100.0,2.0,56.1,2
7971,other,2400.0,5.0,120.0,5
7972,other,675.0,3.0,52.0,2
7973,other,1801.0,3.0,139.0,3
7974,other,1350.0,2.0,65.0,3
7975,other,2990.0,4.0,324.0,4
7976,other,2400.0,2.0,160.0,2
7977,other,1250.0,3.0,40.0,3
7978,other,1150.0,2.0,75.0,2
7979,other,1200.0,3.0,165.0,3
7980,other,1400.0,2.0,62.0,3
7981,other,1302.0,2.0,69.1,2
7982,other,1488.0,2.0,60.0,3
7983,other,4500.0,9.0,166.0,9
7984,other,1853.0,3.0,82.0,3
7985,other,861.0,2.0,35.0,2
7986,other,1256.0,2.0,62.8,2
7987,other,1390.0,2.0,80.0,3
7988,other,1550.0,2.0,90.0,3
7989,other,1310.0,2.0,37.83,3
7990,other,1080.0,2.0,39.0,2
7991,other,1500.0,4.0,110.0,4
7992,other,1531.0,3.0,72.0,3
7993,other,1839.0,3.0,165.0,3
7994,other,1200.0,2.0,55.0,2
7995,other,900.0,2.0,70.0,2
7996,other,1200.0,6.0,70.0,4
7997,other,1500.0,3.0,149.0,3
7998,other,1650.0,2.0,52.0,3
7999,other,1100.0,2.0,38.0,2
8000,other,750.0,2.0,50.0,1
8001,other,2400.0,4.0,225.0,5
8002,other,600.0,3.0,75.0,2
8003,other,1605.0,2.0,85.0,3
8004,other,1205.0,2.0,60.0,2
8005,other,1200.0,3.0,46.14,2
8006,other,1500.0,1.0,19.5,1
8007,other,1125.0,2.0,44.0,2
8008,other,1200.0,2.0,70.0,2
8009,other,1200.0,2.0,160.0,2
8010,other,1904.0,3.0,155.0,3
8011,other,2770.0,4.0,315.0,3
8012,other,813.0,1.0,39.0,1
8013,other,3884.0,4.0,240.0,4
8014,other,4750.0,2.0,120.0,4
8015,other,1630.0,2.0,97.78,3
8016,other,1090.0,2.0,36.0,2
8017,other,2425.0,4.0,173.0,4
8018,other,1150.0,2.0,56.0,2
8019,other,1141.0,2.0,49.0,2
8020,other,936.0,2.0,43.0,2
8021,other,1280.0,2.0,75.0,2
8022,other,735.0,1.0,75.0,1
8023,other,500.0,1.0,24.0,1
8024,other,1100.0,2.0,50.0,2
8025,other,1200.0,4.0,145.0,3
8026,other,1200.0,2.0,100.0,2
8027,other,1200.0,3.0,160.0,3
8028,other,1265.0,2.0,82.0,3
8029,other,3200.0,5.0,150.0,4
8030,other,1196.0,2.0,56.81,2
8031,other,1850.0,3.0,98.0,3
8032,other,2360.0,4.0,150.0,4
8033,other,1030.0,2.0,77.25,2
8034,other,1512.0,1.0,65.01,2
8035,other,2000.0,3.0,160.0,3
8036,other,1575.0,3.0,93.0,3
8037,other,1300.0,2.0,70.0,3
8038,other,975.0,2.0,50.0,2
8039,other,1380.0,2.0,75.0,2
8040,other,5800.0,5.0,80.0,5
8041,other,1000.0,2.0,45.0,2
8042,other,3000.0,5.0,100.0,4
8043,other,1080.0,2.0,45.0,2
8044,other,3100.0,3.0,250.0,3
8045,other,3262.0,5.0,205.0,4
8046,other,1190.0,2.0,100.0,2
8047,other,1827.0,3.0,100.0,3
8048,other,1500.0,3.0,95.0,3
8049,other,1180.0,2.0,63.0,2
8050,other,1300.0,3.0,47.0,3
8051,other,1155.0,2.0,60.0,3
8052,other,1274.0,2.0,81.0,2
8053,other,1540.0,3.0,68.0,3
8054,other,1206.0,2.0,38.5,2
8055,other,1200.0,4.0,140.0,4
8056,other,1200.0,2.0,55.0,3
8057,other,1161.0,2.0,36.69,2
8058,other,1097.0,2.0,65.0,2
8059,other,1600.0,3.0,165.0,4
8060,other,620.0,2.0,22.0,2
8061,other,900.0,2.0,110.0,2
8062,other,1200.0,2.0,125.0,2
8063,other,1355.0,2.0,75.0,2
8064,other,2000.0,3.0,85.0,3
8065,other,7500.0,4.0,900.0,4
8066,other,1280.0,2.0,49.75,2
8067,other,4200.0,1.0,160.0,2
8068,other,4104.0,4.0,360.0,4
8069,other,965.0,2.0,48.0,2
8070,other,1215.0,2.0,49.85,2
8071,other,1076.0,2.0,52.0,2
8072,other,2080.0,2.0,150.0,2
8073,other,1505.0,2.0,90.0,2
8074,other,1200.0,3.0,95.75,3
8075,other,1810.0,4.0,148.0,3
8076,other,1250.0,2.0,39.0,2
8077,other,1530.0,2.0,97.0,3
8078,other,1500.0,3.0,70.0,3
8079,other,2000.0,5.0,80.0,4
8080,other,900.0,2.0,42.0,2
8081,other,1410.0,2.0,45.12,3
8082,other,2000.0,3.0,85.0,3
8083,other,1500.0,2.0,130.0,3
8084,other,1600.0,3.0,72.0,3
8085,other,2100.0,6.0,71.0,6
8086,other,2500.0,3.0,75.0,3
8087,other,1400.0,2.0,80.0,2
8088,other,1533.0,3.0,150.0,3
8089,other,1100.0,2.0,38.0,2
8090,other,3730.0,6.0,450.0,4
8091,other,745.0,2.0,50.0,2
8092,other,1460.0,3.0,70.0,3
8093,other,1355.0,2.0,95.0,2
8094,other,833.0,1.0,49.0,1
8095,other,1037.0,2.0,36.28,2
8096,other,3000.0,5.0,270.0,4
8097,other,1220.0,2.0,68.0,2
8098,other,3811.0,3.0,475.0,4
8099,other,1545.0,3.0,85.0,3
8100,other,2000.0,2.0,85.0,3
8101,other,780.0,2.0,35.0,2
8102,other,1350.0,2.0,110.0,2
8103,other,1350.0,2.0,41.0,2
8104,other,1200.0,2.0,68.0,3
8105,other,1842.0,3.0,115.0,3
8106,other,1150.0,2.0,49.0,2
8107,other,2000.0,4.0,180.0,5
8108,other,1096.0,2.0,48.0,2
8109,other,1094.0,2.0,44.0,2
8110,other,1100.0,2.0,49.0,2
8111,other,1280.0,4.0,115.0,4
8112,other,1200.0,3.0,85.0,3
8113,other,1086.0,2.0,47.5,2
8114,other,1655.0,3.0,155.0,3
8115,other,1150.0,2.0,74.0,2
8116,other,1440.0,3.0,65.8,3
8117,other,1200.0,2.0,108.0,3
8118,other,1200.0,2.0,75.0,2
8119,other,1225.0,3.0,60.0,3
8120,other,1550.0,2.0,60.0,3
8121,other,1650.0,3.0,75.0,3
8122,other,1113.0,2.0,46.0,2
8123,other,1500.0,2.0,203.0,2
8124,other,1800.0,2.0,72.0,3
8125,other,1350.0,4.0,85.0,4
8126,other,4500.0,9.0,500.0,9
8127,other,935.0,2.0,32.73,2
8128,other,2500.0,5.0,120.0,5
8129,other,1550.0,3.0,160.0,3
8130,other,1140.0,2.0,52.0,2
8131,other,1050.0,2.0,40.0,2
8132,other,1758.0,3.0,95.0,3
8133,other,3179.0,5.0,351.0,4
8134,other,909.0,2.0,40.0,3
8135,other,1200.0,3.0,85.0,2
8136,other,1200.0,2.0,34.0,2
8137,other,1800.0,3.0,140.0,3
8138,other,1000.0,2.0,48.0,2
8139,other,1095.0,2.0,38.52,2
8140,other,3900.0,4.0,333.0,4
8141,other,2400.0,4.0,200.0,3
8142,other,1645.0,3.0,87.5,3
8143,other,1252.0,2.0,55.0,2
8144,other,2600.0,3.0,140.0,3
8145,other,950.0,2.0,60.0,2
8146,other,2107.0,4.0,95.0,4
8147,other,1450.0,3.0,68.0,3
8148,other,2431.0,3.0,100.0,3
8149,other,1155.0,2.0,56.0,2
8150,other,1450.0,2.0,62.63,2
8151,other,1900.0,3.0,205.0,3
8152,other,1365.0,3.0,60.0,2
8153,other,1402.0,2.0,85.0,3
8154,other,1550.0,3.0,75.0,3
8155,other,2100.0,3.0,240.0,3
8156,other,5000.0,4.0,290.0,4
8157,other,2000.0,3.0,85.0,3
8158,other,1100.0,2.0,45.0,2
8159,other,1200.0,3.0,140.0,3
8160,other,814.0,2.0,55.0,2
8161,other,1302.0,2.0,66.0,2
8162,other,1100.0,2.0,44.0,2
8163,other,830.0,2.0,37.0,2
8164,other,1590.0,3.0,120.0,3
8165,other,3754.0,6.0,430.0,4
8166,other,1100.0,2.0,48.0,2
8167,other,1230.0,2.0,53.51,3
8168,other,1450.0,2.0,89.6,3
8169,other,1340.0,2.0,77.0,2
8170,other,1135.0,2.0,32.91,2
8171,other,1745.0,3.0,77.0,3
8172,other,1665.0,3.0,105.0,3
8173,other,1220.0,2.0,48.79,2
8174,other,2300.0,4.0,200.0,4
8175,other,1210.0,2.0,76.0,2
8176,other,1100.0,2.0,46.0,2
8177,other,1286.0,3.0,67.0,3
8178,other,1141.0,2.0,40.0,2
8179,other,1140.0,2.0,45.0,2
8180,other,1065.0,2.0,58.0,2
8181,other,1082.0,2.0,42.0,3
8182,other,1290.0,2.0,40.63,2
8183,other,1636.0,3.0,97.0,3
8184,other,3600.0,4.0,450.0,4
8185,other,1450.0,3.0,42.0,3
8186,other,1120.0,2.0,40.0,2
8187,other,1200.0,3.0,72.0,3
8188,other,1500.0,2.0,65.0,3
8189,other,3000.0,8.0,90.0,6
8190,other,1100.0,2.0,47.0,2
8191,other,1000.0,1.0,75.0,2
8192,other,1388.0,3.0,69.99,3
8193,other,1176.0,2.0,44.0,2
8194,other,4830.0,5.0,390.0,4
8195,other,850.0,2.0,75.0,2
8196,other,1103.0,2.0,55.0,2
8197,other,1600.0,3.0,64.0,3
8198,other,1100.0,2.0,55.0,2
8199,other,2065.0,3.0,130.0,3
8200,other,1150.0,2.0,125.0,2
8201,other,1250.0,2.0,59.0,2
8202,other,1115.0,2.0,46.0,2
8203,other,2550.0,4.0,290.0,3
8204,other,1355.0,2.0,58.25,3
8205,other,3080.0,2.0,285.0,4
8206,other,1130.0,2.0,52.0,2
8207,other,3400.0,6.0,420.0,4
8208,other,450.0,1.0,25.0,1
8209,other,1100.0,2.0,85.0,2
8210,other,966.0,2.0,49.0,2
8211,other,4400.0,4.0,350.0,5
8212,other,1550.0,2.0,79.0,3
8213,other,1540.0,2.0,70.0,3
8214,other,1036.0,2.0,110.0,2
8215,other,1070.0,2.0,38.9,2
8216,other,1041.0,2.0,36.44,2
8217,other,1376.0,4.0,156.0,4
8218,other,1150.0,2.0,60.0,3
8219,other,1508.0,3.0,75.0,3
8220,other,1110.0,2.0,58.0,2
8221,other,1950.0,3.0,90.0,3
8222,other,1080.0,2.0,62.0,2
8223,other,999.0,2.0,43.66,2
8224,other,1180.0,2.0,40.0,2
8225,other,1127.0,2.0,55.0,2
8226,other,1475.0,2.0,200.0,3
8227,other,1200.0,3.0,96.25,3
8228,other,1250.0,2.0,65.0,3
8229,other,2631.0,3.0,200.0,4
8230,other,830.0,2.0,60.0,2
8231,other,1500.0,2.0,88.0,2
8232,other,1518.0,3.0,76.0,3
8233,other,1495.0,2.0,75.0,3
8234,other,856.0,2.0,48.0,2
8235,other,1143.0,2.0,62.0,2
8236,other,1070.0,2.0,33.15,2
8237,other,1117.0,2.0,110.0,2
8238,other,600.0,1.0,43.0,1
8239,other,7500.0,4.0,425.0,4
8240,other,925.0,2.0,48.0,2
8241,other,1100.0,2.0,52.0,2
8242,other,1200.0,3.0,70.0,3
8243,other,2675.0,4.0,290.0,4
8244,other,1016.0,2.0,45.9,2
8245,other,1800.0,3.0,88.0,3
8246,other,1062.0,2.0,47.0,2
8247,other,1477.0,2.0,80.0,3
8248,other,3500.0,5.0,450.0,4
8249,other,1793.0,3.0,98.0,3
8250,other,960.0,2.0,33.0,2
8251,other,620.0,2.0,23.0,2
8252,other,1400.0,3.0,35.0,3
8253,other,1020.0,2.0,62.0,2
8254,other,3563.0,6.0,310.0,4
8255,other,1165.0,2.0,47.0,2
8256,other,1100.0,2.0,43.5,2
8257,other,3300.0,5.0,318.0,4
8258,other,1200.0,3.0,165.0,3
8259,other,1440.0,4.0,88.0,4
8260,other,2250.0,3.0,113.0,3
8261,other,1250.0,3.0,43.0,3
8262,other,1718.0,3.0,223.0,3
8263,other,1200.0,2.0,75.0,3
8264,other,985.0,2.0,55.0,2
8265,other,1700.0,2.0,68.5,3
8266,other,2000.0,4.0,99.0,5
8267,other,1643.0,3.0,75.0,3
8268,other,1740.0,3.0,55.0,3
8269,other,1030.0,2.0,80.0,2
8270,other,1852.0,2.0,95.0,3
8271,other,1150.0,2.0,69.0,2
8272,other,2600.0,3.0,95.0,4
8273,other,797.0,2.0,32.0,2
8274,other,1350.0,2.0,68.0,3
8275,other,1500.0,2.0,90.0,3
8276,other,900.0,2.0,55.0,2
8277,other,1355.0,2.0,58.27,3
8278,other,850.0,2.0,35.0,2
8279,other,1250.0,2.0,60.0,2
8280,other,970.0,2.0,35.0,2
8281,other,1148.0,2.0,59.0,2
8282,other,1750.0,2.0,225.0,4
8283,other,1350.0,3.0,60.0,3
8284,other,1100.0,2.0,78.0,2
8285,other,1180.0,2.0,74.0,2
8286,other,4510.0,4.0,200.0,3
8287,other,1540.0,3.0,85.0,3
8288,other,1033.0,2.0,31.5,3
8289,other,1800.0,3.0,230.0,3
8290,other,1200.0,2.0,37.0,2
8291,other,2000.0,3.0,120.0,3
8292,other,2000.0,3.0,145.0,3
8293,other,500.0,1.0,15.0,1
8294,other,850.0,2.0,42.0,2
8295,other,1165.0,2.0,33.64,2
8296,other,2230.0,4.0,130.0,4
8297,other,2200.0,5.0,100.0,4
8298,other,1519.0,3.0,67.23,3
8299,other,3160.0,4.0,206.0,4
8300,other,922.0,2.0,70.0,2
8301,other,850.0,2.0,72.0,2
8302,other,1200.0,1.0,65.0,2
8303,other,1442.0,3.0,56.24,3
8304,other,1233.0,2.0,100.0,2
8305,other,1840.0,3.0,85.0,3
8306,other,1100.0,2.0,57.0,2
8307,other,1040.0,2.0,46.79,2
8308,other,1200.0,2.0,53.0,2
8309,other,2050.0,3.0,100.0,4
8310,other,800.0,2.0,30.0,2
8311,other,1125.0,2.0,36.0,2
8312,other,1936.0,3.0,110.0,3
8313,other,1652.5,3.0,90.0,3
8314,other,2159.0,3.0,110.0,3
8315,other,1500.0,3.0,138.0,3
8316,other,700.0,2.0,43.0,2
8317,other,1750.0,3.0,170.0,3
8318,other,1365.0,3.0,99.0,3
8319,other,1800.0,3.0,105.0,6
8320,other,708.0,1.0,55.0,2
8321,other,1680.0,3.0,135.0,3
8322,other,990.0,2.0,58.0,2
8323,other,1240.0,2.0,100.0,2
8324,other,1810.0,3.0,118.0,3
8325,other,2005.0,3.0,240.0,3
8326,other,1265.0,2.0,58.0,2
8327,other,1035.0,2.0,44.0,2
8328,other,1000.0,2.0,97.0,2
8329,other,2800.0,4.0,100.0,6
8330,other,3500.0,6.0,120.0,8
8331,other,1430.0,3.0,78.65,3
8332,other,600.0,2.0,30.0,2
8333,other,1200.0,2.0,45.0,1
8334,other,1116.0,2.0,37.6,2
8335,other,1090.0,2.0,45.0,2
8336,other,1260.0,4.0,65.0,4
8337,other,1000.0,2.0,36.0,2
8338,other,840.0,1.0,75.0,1
8339,other,1760.0,2.0,116.0,3
8340,other,1145.0,2.0,57.0,2
8341,other,3317.5,5.0,268.5,4
8342,other,600.0,1.0,52.0,2
8343,other,1670.0,3.0,160.0,3
8344,other,1410.0,2.0,75.0,2
8345,other,2400.0,5.0,93.0,5
8346,other,1200.0,2.0,75.6,3
8347,other,2400.0,5.0,285.0,5
8348,other,2100.0,4.0,150.0,4
8349,other,1200.0,2.0,52.5,2
8350,other,1539.0,3.0,60.0,3
8351,other,920.0,2.0,46.0,2
8352,other,1550.0,4.0,120.0,4
8353,other,905.0,2.0,50.0,2
8354,other,1495.0,3.0,200.0,3
8355,other,1455.0,2.0,55.0,3
8356,other,550.0,1.0,23.0,1
8357,other,4000.0,3.0,130.0,5
8358,other,1060.0,2.0,53.0,2
8359,other,1080.0,2.0,75.0,3
8360,other,1570.0,3.0,78.0,3
8361,other,1537.0,3.0,110.0,3
8362,other,1750.0,3.0,150.0,3
8363,other,2800.0,7.0,250.0,7
8364,other,1020.0,2.0,48.0,2
8365,other,1191.0,2.0,90.0,2
8366,other,865.0,2.0,35.11,2
8367,other,2100.0,4.0,90.0,4
8368,other,1200.0,3.0,150.0,3
8369,other,2849.0,5.0,250.0,4
8370,other,1000.0,2.0,42.0,2
8371,other,1225.0,2.0,47.0,2
8372,other,830.0,2.0,40.0,2
8373,other,1685.0,3.0,60.0,3
8374,other,827.0,2.0,45.0,2
8375,other,1050.0,2.0,50.0,2
8376,other,1060.0,2.0,49.27,2
8377,other,1261.0,2.0,61.0,2
8378,other,1100.0,2.0,46.0,2
8379,other,3400.0,4.0,190.0,4
8380,other,1180.0,2.0,56.0,2
8381,other,1205.0,2.0,70.0,2
8382,other,1194.0,2.0,65.0,2
8383,other,1250.0,2.0,58.0,2
8384,other,1424.0,2.0,55.0,3
8385,other,1250.0,3.0,55.0,3
8386,other,2200.0,4.0,160.0,3
8387,other,1230.0,2.0,55.0,2
8388,other,1540.0,3.0,76.0,3
8389,other,1900.0,3.0,155.0,3
8390,other,1200.0,1.0,95.0,2
8391,other,1060.0,2.0,37.0,2
8392,other,1100.0,2.0,61.0,2
8393,other,1100.0,2.0,110.0,2
8394,other,1942.0,3.0,155.0,3
8395,other,1200.0,4.0,80.0,3
8396,other,1400.0,2.0,60.0,2
8397,other,1330.0,2.0,64.0,2
8398,other,1515.0,3.0,90.0,3
8399,other,1206.0,2.0,53.0,2
8400,other,1200.0,4.0,95.0,4
8401,other,1250.0,2.0,58.0,2
8402,other,625.0,2.0,24.0,2
8403,other,900.0,2.0,27.0,2
8404,other,1300.0,3.0,64.0,3
8405,other,1200.0,1.0,69.0,1
8406,other,1717.0,3.0,99.0,3
8407,other,2099.0,3.0,95.0,3
8408,other,1200.0,1.0,48.0,1
8409,other,1430.0,2.0,78.65,3
8410,other,2108.0,3.0,85.0,3
8411,other,1190.0,2.0,70.0,2
8412,other,900.0,2.0,41.0,2
8413,other,2690.0,4.0,185.0,4
8414,other,1594.0,3.0,99.0,3
8415,other,1250.0,2.0,68.0,2
8416,other,1290.0,1.0,77.5,2
8417,other,1150.0,2.0,48.0,2
8418,other,1464.0,2.0,145.0,2
8419,other,1200.0,2.0,75.0,2
8420,other,1065.0,2.0,45.0,2
8421,other,750.0,2.0,36.0,2
8422,other,1485.0,2.0,156.0,3
8423,other,2070.0,3.0,135.0,3
8424,other,1600.0,2.0,75.0,3
8425,other,1100.0,2.0,38.49,2
8426,other,800.0,2.0,55.0,2
8427,other,900.0,1.0,44.0,2
8428,other,1480.0,2.0,125.0,3
8429,other,3800.0,2.0,130.0,3
8430,other,1500.0,2.0,130.0,2
8431,other,2010.0,3.0,125.0,3
8432,other,1504.0,2.0,100.0,3
8433,other,2040.0,2.0,59.0,2
8434,other,1602.0,2.0,165.0,3
8435,other,1200.0,4.0,130.0,4
8436,other,1800.0,3.0,220.0,3
8437,other,1500.0,3.0,72.0,3
8438,other,1280.0,2.0,48.0,3
8439,other,900.0,2.0,45.0,2
8440,other,1095.0,2.0,38.33,2
8441,other,1145.0,2.0,58.4,2
8442,other,1862.0,3.0,120.0,3
8443,other,2700.0,3.0,200.0,3
8444,other,1677.0,3.0,98.0,3
8445,other,2500.0,8.0,95.0,8
8446,other,1490.0,2.0,115.0,3
8447,other,1550.0,3.0,59.0,3
8448,other,1740.0,3.0,120.0,3
8449,other,1020.0,2.0,60.0,2
8450,other,550.0,1.0,16.0,1
8451,other,1492.0,2.0,65.0,2
8452,other,1431.0,3.0,65.0,3
8453,other,3664.0,3.0,325.0,3
8454,other,690.0,2.0,42.0,2
8455,other,1520.0,3.0,111.0,3
8456,other,1391.0,2.0,64.5,3
8457,other,1200.0,4.0,86.0,4
8458,other,1250.0,2.0,90.0,2
8459,other,1900.0,2.0,190.0,3
8460,other,900.0,2.0,33.0,2
8461,other,1602.0,2.0,170.0,3
8462,other,1230.0,2.0,70.0,2
8463,other,1600.0,3.0,95.0,3
8464,other,450.0,1.0,60.0,1
8465,other,600.0,2.0,23.0,1
8466,other,3463.0,6.0,310.0,4
8467,other,1200.0,2.0,85.0,2
8468,other,1200.0,2.0,35.0,2
8469,other,1200.0,2.0,45.0,2
8470,other,2000.0,4.0,130.0,3
8471,other,1350.0,4.0,140.0,4
8472,other,995.0,2.0,34.82,3
8473,other,1000.0,2.0,44.0,2
8474,other,1175.0,2.0,79.0,2
8475,other,1200.0,2.0,43.0,2
8476,other,1112.0,2.0,68.0,2
8477,other,990.0,2.0,35.0,2
8478,other,1107.0,2.0,40.0,2
8479,other,1158.0,2.0,75.0,2
8480,other,3200.0,4.0,200.0,4
8481,other,1125.0,2.0,32.49,2
8482,other,1200.0,2.0,90.0,2
8483,other,1200.0,2.0,67.0,2
8484,other,1266.67,2.0,69.0,2
8485,other,1300.0,3.0,64.0,3
8486,other,2000.0,2.0,160.0,2
8487,other,1800.0,3.0,95.0,3
8488,other,1410.0,3.0,65.0,3
8489,other,2679.0,5.0,280.0,4
8490,other,1230.0,2.0,75.0,2
8491,other,1080.0,2.0,44.8,2
8492,other,3150.0,5.0,145.0,8
8493,other,2400.0,2.0,135.0,2
8494,other,880.0,2.0,48.0,2
8495,other,1150.0,2.0,45.0,2
8496,other,1194.0,2.0,55.0,2
8497,other,2000.0,3.0,90.0,3
8498,other,1025.0,2.0,42.5,2
8499,other,1022.0,2.0,57.0,2
8500,other,1153.0,2.0,45.0,2
8501,other,1200.0,2.0,76.0,2
8502,other,1200.0,1.0,54.0,2
8503,other,950.0,2.0,38.0,2
8504,other,1605.0,3.0,100.0,3
8505,other,1542.0,3.0,98.0,3
8506,other,1012.0,2.0,42.0,2
8507,other,3600.0,5.0,110.0,5
8508,other,1333.0,2.0,77.27,2
8509,other,1100.0,3.0,110.0,3
8510,other,1050.0,2.0,70.0,2
8511,other,1140.0,2.0,32.92,2
8512,other,2000.0,3.0,105.0,3
8513,other,1075.0,2.0,55.0,2
8514,other,1200.0,4.0,165.0,4
8515,other,1100.0,2.0,145.0,3
8516,other,1200.0,3.0,99.0,3
8517,other,1007.0,2.0,43.0,2
8518,other,4250.0,6.0,150.0,6
8519,other,1000.0,2.0,60.0,2
8520,other,5720.0,3.0,350.0,3
8521,other,675.0,1.0,15.0,2
8522,other,1012.0,2.0,59.0,2
8523,other,1280.0,2.0,49.0,3
8524,other,925.0,2.0,35.0,2
8525,other,1200.0,4.0,140.0,4
8526,other,1350.0,2.0,47.25,3
8527,other,600.0,2.0,39.0,2
8528,other,1240.0,2.0,65.0,3
8529,other,1100.0,2.0,55.0,2
8530,other,1700.0,3.0,111.0,3
8531,other,1340.0,2.0,65.0,2
8532,other,1600.0,2.0,31.0,2
8533,other,1780.0,3.0,110.0,3
8534,other,1800.0,4.0,68.0,5
8535,other,1080.0,3.0,149.0,3
8536,other,900.0,2.0,65.0,3
8537,other,946.0,2.0,45.0,2
8538,other,1200.0,3.0,160.0,4
8539,other,1540.0,3.0,85.0,3
8540,other,2456.0,3.0,220.0,3
8541,other,1610.0,2.0,64.4,3
8542,other,1530.0,2.0,185.0,2
8543,other,1439.0,3.0,57.23,3
8544,other,1435.0,2.0,60.0,3
8545,other,1717.0,3.0,120.0,3
8546,other,1409.0,2.0,62.0,3
8547,other,1250.0,2.0,50.0,2
8548,other,1475.0,2.0,171.0,2
8549,other,1225.0,2.0,65.0,2
8550,other,650.0,1.0,16.0,1
8551,other,1750.0,3.0,75.0,3
8552,other,1504.0,2.0,102.0,3
8553,other,1116.0,2.0,49.8,2
8554,other,1800.0,4.0,145.0,4
8555,other,3000.0,4.0,240.0,4
8556,other,1150.0,2.0,60.0,2
8557,other,1625.0,3.0,92.0,3
8558,other,2400.0,4.0,250.0,4
8559,other,1180.0,2.0,50.0,2
8560,other,1272.0,2.0,51.5,2
8561,other,1490.0,2.0,92.0,3
8562,other,2400.0,5.0,140.0,4
8563,other,1044.0,2.0,60.0,2
8564,other,1595.0,3.0,70.39,3
8565,other,1640.0,3.0,84.0,3
8566,other,1200.0,2.0,54.0,2
8567,other,1567.2,2.0,190.0,3
8568,other,959.0,2.0,42.5,2
8569,other,1141.0,2.0,55.0,2
8570,other,1200.0,2.0,43.2,2
8571,other,1293.0,2.0,75.0,2
8572,other,1885.0,3.0,90.0,3
8573,other,860.0,2.0,65.5,2
8574,other,1000.0,2.0,29.95,2
8575,other,1050.0,2.0,47.0,2
8576,other,1374.0,2.0,88.0,3
8577,other,1250.0,2.0,60.0,2
8578,other,1110.0,2.0,52.0,2
8579,other,1350.0,3.0,48.6,3
8580,other,2000.0,2.0,160.0,4
8581,other,834.0,1.0,62.0,1
8582,other,600.0,1.0,52.0,1
8583,other,2000.0,4.0,135.0,4
8584,other,2750.0,3.0,260.0,3
8585,other,900.0,2.0,35.0,2
8586,other,1000.0,2.0,46.0,2
8587,other,1200.0,2.0,52.0,2
8588,other,1280.0,2.0,90.0,2
8589,other,1190.0,2.0,55.0,2
8590,other,2075.0,3.0,175.0,3
8591,other,1900.0,3.0,65.0,3
8592,other,1578.0,3.0,73.9,3
8593,other,1475.0,2.0,70.0,2
8594,other,2400.0,2.0,125.0,2
8595,other,1427.0,2.0,70.0,3
8596,other,1350.0,3.0,68.0,3
8597,other,2274.24,4.0,160.0,3
8598,other,1455.0,2.0,55.0,3
8599,other,900.0,3.0,105.0,2
8600,other,1570.0,3.0,80.0,3
8601,other,1495.0,2.0,65.0,3
8602,other,1350.0,3.0,75.0,3
8603,other,470.0,2.0,10.0,1
8604,other,2300.0,7.0,160.0,6
8605,other,1313.0,4.0,150.0,3
8606,other,2515.0,4.0,155.0,3
8607,other,1440.0,3.0,72.0,3
8608,other,1200.0,2.0,56.0,2
8609,other,2665.0,3.0,350.0,3
8610,other,1670.0,3.0,75.0,3
8611,other,700.0,2.0,29.0,2
8612,other,1300.0,2.0,67.0,3
8613,other,1215.0,2.0,49.75,3
8614,other,1050.0,2.0,55.0,2
8615,other,1258.0,2.0,58.0,2
8616,other,2400.0,5.0,300.0,6
8617,other,3000.0,4.0,130.0,8
8618,other,1235.0,2.0,140.0,2
8619,other,3200.0,3.0,260.0,3
8620,other,1450.0,3.0,90.0,3
8621,other,3754.0,6.0,480.0,4
8622,other,1893.0,3.0,115.0,3
8623,other,2400.0,6.0,98.0,6
8624,other,1250.0,2.0,43.0,2
8625,other,1200.0,2.0,100.0,3
8626,other,1205.0,2.0,70.0,2
8627,other,1500.0,3.0,90.0,3
8628,other,1190.0,2.0,41.0,2
8629,other,1250.0,2.0,67.0,2
8630,other,2260.0,3.0,80.0,2
8631,other,2700.0,3.0,90.0,4
8632,other,375.0,1.0,26.0,1
8633,other,800.0,3.0,59.5,2
8634,other,909.0,2.0,43.0,3
8635,other,1400.0,2.0,85.0,2
8636,other,1800.0,2.0,100.0,3
8637,other,925.0,2.0,70.0,2
8638,other,850.0,1.0,35.5,2
8639,other,1100.0,2.0,32.0,2
8640,other,3500.0,2.0,350.0,4
8641,other,1200.0,2.0,55.0,2
8642,other,1480.0,3.0,74.0,3
8643,other,2100.0,4.0,255.0,3
8644,other,400.0,1.0,35.0,1
8645,other,1310.0,2.0,55.0,3
